14918,"CELTIC CRUSADER",15898,"NAVE FUORI VISTA",26,"2018-12-07 15:20"
14918,"CELTIC CRUSADER",15898,"NAVE IN ENTRATA",14,"2018-12-05 18:25"
14918,"CELTIC CRUSADER",15898,"ORMEGGIO NAVE",17,"2018-12-05 19:15"
14920,"MSC MANYA",14839,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-05 13:30"
14920,"MSC MANYA",14839,"DISORMEGGIO PER PARTENZA",23,"2018-12-06 07:07"
14920,"MSC MANYA",14839,"NAVE FUORI VISTA",26,"2018-12-06 08:15"
14920,"MSC MANYA",14839,"NAVE IN ENTRATA",14,"2018-12-05 15:10"
14920,"MSC MANYA",14839,"ORMEGGIO NAVE",17,"2018-12-05 16:24"
14921,"CORONA AUSTRALE",13151,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-05 12:00"
14921,"CORONA AUSTRALE",13151,"DISORMEGGIO PER PARTENZA",23,"2018-12-07 08:48"
14921,"CORONA AUSTRALE",13151,"NAVE FUORI VISTA",26,"2018-12-07 09:25"
14921,"CORONA AUSTRALE",13151,"NAVE IN ENTRATA",14,"2018-12-05 13:10"
14921,"CORONA AUSTRALE",13151,"ORMEGGIO NAVE",17,"2018-12-05 14:18"
14922,"CETI",13704,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-05 12:00"
14922,"CETI",13704,"DISORMEGGIO PER PARTENZA",23,"2018-12-07 08:48"
14922,"CETI",13704,"NAVE FUORI VISTA",26,"2018-12-07 09:25"
14922,"CETI",13704,"NAVE IN ENTRATA",14,"2018-12-05 13:10"
14922,"CETI",13704,"ORMEGGIO NAVE",17,"2018-12-05 14:18"
14924,"ENRICO IEVOLI",8134,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-05 15:30"
14924,"ENRICO IEVOLI",8134,"DISORMEGGIO PER PARTENZA",23,"2018-12-06 18:00"
14924,"ENRICO IEVOLI",8134,"NAVE FUORI VISTA",26,"2018-12-06 18:30"
14924,"ENRICO IEVOLI",8134,"NAVE IN ENTRATA",14,"2018-12-05 18:15"
14924,"ENRICO IEVOLI",8134,"ORMEGGIO NAVE",17,"2018-12-05 19:18"
14927,"COPAN",13067,"ANCORAGGIO IN RADA",16,"2018-12-05 17:50"
14927,"COPAN",13067,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-05 17:50"
14927,"COPAN",13067,"DA RADA A ORMEGGIO",20,"2018-12-06 07:20"
14927,"COPAN",13067,"DISORMEGGIO PER PARTENZA",23,"2018-12-11 14:10"
14927,"COPAN",13067,"NAVE FUORI VISTA",26,"2018-12-11 14:55"
14938,"AGIOS RAFAIL",15659,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-06 06:30"
14938,"AGIOS RAFAIL",15659,"DISORMEGGIO PER PARTENZA",23,"2018-12-10 15:05"
14938,"AGIOS RAFAIL",15659,"NAVE FUORI VISTA",26,"2018-12-10 15:40"
14938,"AGIOS RAFAIL",15659,"NAVE IN ENTRATA",14,"2018-12-06 08:55"
14938,"AGIOS RAFAIL",15659,"ORMEGGIO NAVE",17,"2018-12-06 10:05"
14939,"SDS WIND",13060,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-06 00:54"
14939,"SDS WIND",13060,"DISORMEGGIO PER PARTENZA",23,"2018-12-06 19:10"
14939,"SDS WIND",13060,"NAVE FUORI VISTA",26,"2018-12-06 20:10"
14939,"SDS WIND",13060,"NAVE IN ENTRATA",14,"2018-12-06 01:10"
14939,"SDS WIND",13060,"ORMEGGIO NAVE",17,"2018-12-06 02:00"
14940,"AS FRANZISKA",15555,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-05 21:48"
14940,"AS FRANZISKA",15555,"DISORMEGGIO PER PARTENZA",23,"2018-12-06 23:54"
14940,"AS FRANZISKA",15555,"NAVE FUORI VISTA",26,"2018-12-07 00:40"
14940,"AS FRANZISKA",15555,"NAVE IN ENTRATA",14,"2018-12-05 22:10"
14940,"AS FRANZISKA",15555,"ORMEGGIO NAVE",17,"2018-12-05 23:36"
14941,"ASIATIC LIBERTY",13172,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-06 02:30"
14941,"ASIATIC LIBERTY",13172,"DISORMEGGIO PER PARTENZA",23,"2018-12-06 15:54"
14941,"ASIATIC LIBERTY",13172,"NAVE FUORI VISTA",26,"2018-12-06 16:30"
14941,"ASIATIC LIBERTY",13172,"NAVE IN ENTRATA",14,"2018-12-06 02:55"
14941,"ASIATIC LIBERTY",13172,"ORMEGGIO NAVE",17,"2018-12-06 04:12"
14942,"ELLEN ESSBERGER",15140,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-06 04:35"
14942,"ELLEN ESSBERGER",15140,"DISORMEGGIO PER PARTENZA",23,"2018-12-07 01:00"
14942,"ELLEN ESSBERGER",15140,"NAVE FUORI VISTA",26,"2018-12-07 01:15"
14942,"ELLEN ESSBERGER",15140,"NAVE IN ENTRATA",14,"2018-12-06 14:20"
14942,"ELLEN ESSBERGER",15140,"ORMEGGIO NAVE",17,"2018-12-06 15:30"
14943,"BRODOSPAS ALFA",11465,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-06 08:30"
14943,"BRODOSPAS ALFA",11465,"DISORMEGGIO PER PARTENZA",23,"2018-12-06 18:35"
14943,"BRODOSPAS ALFA",11465,"NAVE FUORI VISTA",26,"2018-12-06 18:55"
14943,"BRODOSPAS ALFA",11465,"NAVE IN ENTRATA",14,"2018-12-06 08:40"
14943,"BRODOSPAS ALFA",11465,"ORMEGGIO NAVE",17,"2018-12-06 09:00"
14944,"RAFAELO",14709,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-06 08:42"
14944,"RAFAELO",14709,"DISORMEGGIO PER PARTENZA",23,"2018-12-07 13:35"
14944,"RAFAELO",14709,"NAVE FUORI VISTA",26,"2018-12-07 14:10"
14944,"RAFAELO",14709,"NAVE IN ENTRATA",14,"2018-12-06 09:10"
14944,"RAFAELO",14709,"ORMEGGIO NAVE",17,"2018-12-06 10:07"
14948,"GAZ HORIZON",14700,"ANCORAGGIO IN RADA",16,"2018-12-06 08:54"
14948,"GAZ HORIZON",14700,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-06 08:12"
14948,"GAZ HORIZON",14700,"DA RADA A ORMEGGIO",20,"2018-12-07 08:54"
14948,"GAZ HORIZON",14700,"DISORMEGGIO PER PARTENZA",23,"2018-12-08 20:54"
14948,"GAZ HORIZON",14700,"NAVE FUORI VISTA",26,"2018-12-08 21:25"
14953,"REK MAJESTY",14648,"ANCORAGGIO IN RADA",16,"2018-12-06 05:00"
14953,"REK MAJESTY",14648,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-06 04:45"
14953,"REK MAJESTY",14648,"DA RADA A ORMEGGIO",20,"2018-12-06 18:15"
14953,"REK MAJESTY",14648,"DISORMEGGIO PER PARTENZA",23,"2018-12-07 22:20"
14953,"REK MAJESTY",14648,"NAVE FUORI VISTA",26,"2018-12-07 23:00"
14959,"ARMONIA A",15902,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-06 15:00"
14959,"ARMONIA A",15902,"DISORMEGGIO PER PARTENZA",23,"2018-12-15 02:00"
14959,"ARMONIA A",15902,"NAVE FUORI VISTA",26,"2018-12-15 02:25"
14959,"ARMONIA A",15902,"NAVE IN ENTRATA",14,"2018-12-06 15:10"
14959,"ARMONIA A",15902,"ORMEGGIO NAVE",17,"2018-12-06 16:50"
14965,"EUROCARGO SICILIA",10955,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-06 20:30"
14965,"EUROCARGO SICILIA",10955,"DISORMEGGIO PER PARTENZA",23,"2018-12-07 06:40"
14965,"EUROCARGO SICILIA",10955,"NAVE FUORI VISTA",26,"2018-12-07 07:10"
14965,"EUROCARGO SICILIA",10955,"NAVE IN ENTRATA",14,"2018-12-06 20:50"
14965,"EUROCARGO SICILIA",10955,"ORMEGGIO NAVE",17,"2018-12-06 21:30"
14966,"PGC TAORMINA",14349,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-06 21:00"
14966,"PGC TAORMINA",14349,"DISORMEGGIO PER PARTENZA",23,"2018-12-08 16:42"
14966,"PGC TAORMINA",14349,"NAVE FUORI VISTA",26,"2018-12-08 17:10"
14966,"PGC TAORMINA",14349,"NAVE IN ENTRATA",14,"2018-12-06 22:30"
14966,"PGC TAORMINA",14349,"ORMEGGIO NAVE",17,"2018-12-06 23:48"
14975,"ANA",14785,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-07 05:00"
14975,"ANA",14785,"DISORMEGGIO PER PARTENZA",23,"2018-12-08 15:30"
14975,"ANA",14785,"NAVE FUORI VISTA",26,"2018-12-08 16:00"
14975,"ANA",14785,"NAVE IN ENTRATA",14,"2018-12-07 08:15"
14975,"ANA",14785,"ORMEGGIO NAVE",17,"2018-12-07 09:10"
14976,"MED DIECI",10136,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-07 07:30"
14976,"MED DIECI",10136,"DISORMEGGIO PER PARTENZA",23,"2018-12-07 18:00"
14976,"MED DIECI",10136,"NAVE FUORI VISTA",26,"2018-12-07 18:15"
14976,"MED DIECI",10136,"NAVE IN ENTRATA",14,"2018-12-07 08:05"
14976,"MED DIECI",10136,"ORMEGGIO NAVE",17,"2018-12-07 08:30"
14977,"MAYFIELD",15906,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-07 08:00"
14977,"MAYFIELD",15906,"DISORMEGGIO PER PARTENZA",23,"2018-12-10 13:55"
14977,"MAYFIELD",15906,"NAVE FUORI VISTA",26,"2018-12-10 14:40"
14977,"MAYFIELD",15906,"NAVE IN ENTRATA",14,"2018-12-07 08:25"
14977,"MAYFIELD",15906,"ORMEGGIO NAVE",17,"2018-12-07 09:10"
14980,"SIBEL D",15908,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-07 08:50"
14980,"SIBEL D",15908,"DA ORMEGGIO A RADA",19,"2018-12-12 08:10"
14980,"SIBEL D",15908,"DA RADA A ORMEGGIO",20,"2018-12-12 19:45"
14980,"SIBEL D",15908,"DISORMEGGIO PER PARTENZA",23,"2018-12-15 00:40"
14980,"SIBEL D",15908,"NAVE FUORI VISTA",26,"2018-12-15 01:35"
14980,"SIBEL D",15908,"NAVE IN ENTRATA",14,"2018-12-07 09:35"
14980,"SIBEL D",15908,"ORMEGGIO NAVE",17,"2018-12-07 10:40"
14984,"OINOUSSIAN STAR",15910,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-07 09:30"
14984,"OINOUSSIAN STAR",15910,"DISORMEGGIO PER PARTENZA",23,"2018-12-10 17:12"
14984,"OINOUSSIAN STAR",15910,"NAVE FUORI VISTA",26,"2018-12-10 17:50"
14984,"OINOUSSIAN STAR",15910,"NAVE IN ENTRATA",14,"2018-12-07 10:50"
14984,"OINOUSSIAN STAR",15910,"ORMEGGIO NAVE",17,"2018-12-07 11:54"
14986,"SAGITTA",15909,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-07 10:48"
14986,"SAGITTA",15909,"DISORMEGGIO PER PARTENZA",23,"2018-12-09 12:24"
14986,"SAGITTA",15909,"NAVE FUORI VISTA",26,"2018-12-09 12:55"
14986,"SAGITTA",15909,"NAVE IN ENTRATA",14,"2018-12-07 11:20"
14986,"SAGITTA",15909,"ORMEGGIO NAVE",17,"2018-12-07 12:12"
14990,"ARAL",13368,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-07 16:00"
14990,"ARAL",13368,"DISORMEGGIO PER PARTENZA",23,"2018-12-09 10:10"
14990,"ARAL",13368,"NAVE FUORI VISTA",26,"2018-12-09 10:55"
14990,"ARAL",13368,"NAVE IN ENTRATA",14,"2018-12-07 17:05"
14990,"ARAL",13368,"ORMEGGIO NAVE",17,"2018-12-07 18:00"
14994,"HAPPY VENTURE",15899,"ANCORAGGIO IN RADA",16,"2018-12-07 18:36"
14994,"HAPPY VENTURE",15899,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-07 18:36"
14994,"HAPPY VENTURE",15899,"DA RADA A ORMEGGIO",20,"2018-12-08 08:00"
14994,"HAPPY VENTURE",15899,"DISORMEGGIO PER PARTENZA",23,"2018-12-10 06:48"
14994,"HAPPY VENTURE",15899,"NAVE FUORI VISTA",26,"2018-12-10 07:50"
15004,"CONTSHIP JOY",13281,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-08 05:42"
15004,"CONTSHIP JOY",13281,"DISORMEGGIO PER PARTENZA",23,"2018-12-08 12:36"
15004,"CONTSHIP JOY",13281,"NAVE FUORI VISTA",26,"2018-12-08 13:35"
15004,"CONTSHIP JOY",13281,"NAVE IN ENTRATA",14,"2018-12-08 06:50"
15004,"CONTSHIP JOY",13281,"ORMEGGIO NAVE",17,"2018-12-08 07:48"
15005,"STARVIP",14318,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-08 06:00"
15005,"STARVIP",14318,"DISORMEGGIO PER PARTENZA",23,"2018-12-11 15:25"
15005,"STARVIP",14318,"NAVE FUORI VISTA",26,"2018-12-11 16:00"
15005,"STARVIP",14318,"NAVE IN ENTRATA",14,"2018-12-08 07:05"
15005,"STARVIP",14318,"ORMEGGIO NAVE",17,"2018-12-08 08:05"
15006,"BRODOSPAS BETA",13730,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-08 07:30"
15006,"BRODOSPAS BETA",13730,"DISORMEGGIO PER PARTENZA",23,"2018-12-11 19:00"
15006,"BRODOSPAS BETA",13730,"NAVE FUORI VISTA",26,"2018-12-11 19:25"
15006,"BRODOSPAS BETA",13730,"NAVE IN ENTRATA",14,"2018-12-08 07:40"
15006,"BRODOSPAS BETA",13730,"ORMEGGIO NAVE",17,"2018-12-08 08:10"
15010,"ISADORA",15914,"ANCORAGGIO IN RADA",16,"2018-12-08 09:35"
15010,"ISADORA",15914,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-08 09:30"
15010,"ISADORA",15914,"DA RADA A ORMEGGIO",20,"2018-12-10 08:40"
15010,"ISADORA",15914,"DISORMEGGIO PER PARTENZA",23,"2018-12-14 21:45"
15010,"ISADORA",15914,"NAVE FUORI VISTA",26,"2018-12-14 22:30"
15018,"SPAR GEMINI",15913,"ANCORAGGIO IN RADA",16,"2018-12-08 16:00"
15018,"SPAR GEMINI",15913,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-08 16:00"
15018,"SPAR GEMINI",15913,"DA ORMEGGIO A ORMEGGIO",18,"2018-12-12 12:36"
15018,"SPAR GEMINI",15913,"DA RADA A ORMEGGIO",20,"2018-12-10 06:30"
15018,"SPAR GEMINI",15913,"DISORMEGGIO PER PARTENZA",23,"2018-12-13 11:24"
15018,"SPAR GEMINI",15913,"NAVE FUORI VISTA",26,"2018-12-13 12:25"
15019,"EUROCARGO CATANIA",11208,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-08 17:55"
15019,"EUROCARGO CATANIA",11208,"DISORMEGGIO PER PARTENZA",23,"2018-12-09 11:45"
15019,"EUROCARGO CATANIA",11208,"NAVE FUORI VISTA",26,"2018-12-09 12:30"
15019,"EUROCARGO CATANIA",11208,"NAVE IN ENTRATA",14,"2018-12-08 18:00"
15019,"EUROCARGO CATANIA",11208,"ORMEGGIO NAVE",17,"2018-12-08 18:45"
15024,"MAIRA",13375,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-09 04:30"
15024,"MAIRA",13375,"DISORMEGGIO PER PARTENZA",23,"2018-12-10 06:48"
15024,"MAIRA",13375,"NAVE FUORI VISTA",26,"2018-12-10 07:55"
15024,"MAIRA",13375,"NAVE IN ENTRATA",14,"2018-12-09 07:00"
15024,"MAIRA",13375,"ORMEGGIO NAVE",17,"2018-12-09 08:12"
15026,"BELMEKEN",15915,"ANCORAGGIO IN RADA",16,"2018-12-09 14:05"
15026,"BELMEKEN",15915,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-09 05:00"
15026,"BELMEKEN",15915,"DA ORMEGGIO A ORMEGGIO",18,"2018-12-18 12:55"
15026,"BELMEKEN",15915,"DA RADA A ORMEGGIO",20,"2018-12-10 07:05"
15026,"BELMEKEN",15915,"DISORMEGGIO PER PARTENZA",23,"2018-12-19 15:15"
15026,"BELMEKEN",15915,"NAVE FUORI VISTA",26,"2018-12-19 16:15"
15027,"LOUISE BORCHARD",13106,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-09 05:30"
15027,"LOUISE BORCHARD",13106,"DISORMEGGIO PER PARTENZA",23,"2018-12-09 19:12"
15027,"LOUISE BORCHARD",13106,"NAVE FUORI VISTA",26,"2018-12-09 20:10"
15027,"LOUISE BORCHARD",13106,"NAVE IN ENTRATA",14,"2018-12-09 06:00"
15027,"LOUISE BORCHARD",13106,"ORMEGGIO NAVE",17,"2018-12-09 07:00"
15028,"BOCHEM SINGAPURA",15916,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-09 06:30"
15028,"BOCHEM SINGAPURA",15916,"DA ORMEGGIO A ORMEGGIO",18,"2018-12-09 23:24"
15028,"BOCHEM SINGAPURA",15916,"DA ORMEGGIO A ORMEGGIO",18,"2018-12-09 23:30"
15028,"BOCHEM SINGAPURA",15916,"DISORMEGGIO PER PARTENZA",23,"2018-12-11 01:45"
15028,"BOCHEM SINGAPURA",15916,"NAVE FUORI VISTA",26,"2018-12-11 02:05"
15028,"BOCHEM SINGAPURA",15916,"NAVE IN ENTRATA",14,"2018-12-09 08:05"
15028,"BOCHEM SINGAPURA",15916,"ORMEGGIO NAVE",17,"2018-12-09 09:30"
15033,"MINERVA JOANNA",14492,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-09 08:00"
15033,"MINERVA JOANNA",14492,"DISORMEGGIO PER PARTENZA",23,"2018-12-12 03:36"
15033,"MINERVA JOANNA",14492,"NAVE FUORI VISTA",26,"2018-12-12 04:20"
15033,"MINERVA JOANNA",14492,"NAVE IN ENTRATA",14,"2018-12-09 08:25"
15033,"MINERVA JOANNA",14492,"ORMEGGIO NAVE",17,"2018-12-09 11:15"
15038,"DANZIGERGRACHT",14358,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-09 14:00"
15038,"DANZIGERGRACHT",14358,"DISORMEGGIO PER PARTENZA",23,"2018-12-11 06:46"
15038,"DANZIGERGRACHT",14358,"NAVE FUORI VISTA",26,"2018-12-11 07:25"
15038,"DANZIGERGRACHT",14358,"NAVE IN ENTRATA",14,"2018-12-09 14:25"
15038,"DANZIGERGRACHT",14358,"ORMEGGIO NAVE",17,"2018-12-09 15:20"
15039,"NURDOGAN IMAMOGLU",14483,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-09 14:00"
15039,"NURDOGAN IMAMOGLU",14483,"DISORMEGGIO PER PARTENZA",23,"2018-12-10 17:50"
15039,"NURDOGAN IMAMOGLU",14483,"NAVE FUORI VISTA",26,"2018-12-10 18:40"
15039,"NURDOGAN IMAMOGLU",14483,"NAVE IN ENTRATA",14,"2018-12-09 15:00"
15039,"NURDOGAN IMAMOGLU",14483,"ORMEGGIO NAVE",17,"2018-12-09 15:38"
15044,"TITAN",15731,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-10 06:30"
15044,"TITAN",15731,"DISORMEGGIO PER PARTENZA",23,"2018-12-11 11:00"
15044,"TITAN",15731,"NAVE FUORI VISTA",26,"2018-12-11 11:35"
15044,"TITAN",15731,"NAVE IN ENTRATA",14,"2018-12-10 06:50"
15044,"TITAN",15731,"ORMEGGIO NAVE",17,"2018-12-10 08:20"
15045,"MARGARET",15129,"ANCORAGGIO IN RADA",16,"2018-12-10 01:30"
15045,"MARGARET",15129,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-10 01:30"
15045,"MARGARET",15129,"DA ORMEGGIO A RADA",19,"2018-12-11 19:45"
15045,"MARGARET",15129,"DA RADA A ORMEGGIO",20,"2018-12-10 05:50"
15045,"MARGARET",15129,"DA RADA A ORMEGGIO",20,"2018-12-12 16:40"
15045,"MARGARET",15129,"DISORMEGGIO PER PARTENZA",23,"2018-12-28 16:00"
15045,"MARGARET",15129,"NAVE FUORI VISTA",26,"2018-12-28 16:35"
15046,"ALIDA S",13243,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-10 06:15"
15046,"ALIDA S",13243,"DISORMEGGIO PER PARTENZA",23,"2018-12-11 11:30"
15046,"ALIDA S",13243,"NAVE FUORI VISTA",26,"2018-12-11 12:30"
15046,"ALIDA S",13243,"NAVE IN ENTRATA",14,"2018-12-10 07:10"
15046,"ALIDA S",13243,"ORMEGGIO NAVE",17,"2018-12-10 08:15"
15047,"PRIMO M",11591,"ANCORAGGIO IN RADA",16,"2018-12-10 03:30"
15047,"PRIMO M",11591,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-10 03:00"
15047,"PRIMO M",11591,"NAVE FUORI VISTA",26,"2018-12-10 13:54"
15047,"PRIMO M",11591,"PARTENZA DA RADA",25,"2018-12-10 13:54"
15048,"BF PHILIPP",13011,"ANCORAGGIO IN RADA",16,"2018-12-10 01:18"
15048,"BF PHILIPP",13011,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-10 00:48"
15048,"BF PHILIPP",13011,"DA RADA A ORMEGGIO",20,"2018-12-11 07:18"
15048,"BF PHILIPP",13011,"DISORMEGGIO PER PARTENZA",23,"2018-12-12 07:00"
15048,"BF PHILIPP",13011,"NAVE FUORI VISTA",26,"2018-12-12 08:00"
15049,"BRODOSPAS ALFA",11465,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-09 19:10"
15049,"BRODOSPAS ALFA",11465,"DISORMEGGIO PER PARTENZA",23,"2018-12-10 18:40"
15049,"BRODOSPAS ALFA",11465,"NAVE FUORI VISTA",26,"2018-12-10 18:50"
15049,"BRODOSPAS ALFA",11465,"NAVE IN ENTRATA",14,"2018-12-09 19:15"
15049,"BRODOSPAS ALFA",11465,"ORMEGGIO NAVE",17,"2018-12-09 19:35"
15050,"GRANDE DETROIT",13199,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-10 02:30"
15050,"GRANDE DETROIT",13199,"DISORMEGGIO PER PARTENZA",23,"2018-12-10 17:36"
15050,"GRANDE DETROIT",13199,"NAVE FUORI VISTA",26,"2018-12-10 18:20"
15050,"GRANDE DETROIT",13199,"NAVE IN ENTRATA",14,"2018-12-10 03:35"
15050,"GRANDE DETROIT",13199,"ORMEGGIO NAVE",17,"2018-12-10 05:00"
15051,"MSC ADRIANA",15533,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-10 07:24"
15051,"MSC ADRIANA",15533,"DISORMEGGIO PER PARTENZA",23,"2018-12-11 06:58"
15051,"MSC ADRIANA",15533,"NAVE FUORI VISTA",26,"2018-12-11 08:10"
15051,"MSC ADRIANA",15533,"NAVE IN ENTRATA",14,"2018-12-10 09:15"
15051,"MSC ADRIANA",15533,"ORMEGGIO NAVE",17,"2018-12-10 10:30"
15055,"SOUND OF SEA",15319,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-10 10:00"
15055,"SOUND OF SEA",15319,"DISORMEGGIO PER PARTENZA",23,"2018-12-11 08:10"
15055,"SOUND OF SEA",15319,"NAVE FUORI VISTA",26,"2018-12-11 09:05"
15055,"SOUND OF SEA",15319,"NAVE IN ENTRATA",14,"2018-12-10 10:35"
15055,"SOUND OF SEA",15319,"ORMEGGIO NAVE",17,"2018-12-10 11:30"
15058,"MILAGRESS",14499,"ANCORAGGIO IN RADA",16,"2018-12-10 10:50"
15058,"MILAGRESS",14499,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-10 08:30"
15058,"MILAGRESS",14499,"DA RADA A ORMEGGIO",20,"2018-12-11 09:05"
15058,"MILAGRESS",14499,"DISORMEGGIO PER PARTENZA",23,"2018-12-14 12:50"
15058,"MILAGRESS",14499,"NAVE FUORI VISTA",26,"2018-12-14 13:20"
15060,"NORTHERN ROCK",15919,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-10 16:15"
15060,"NORTHERN ROCK",15919,"DISORMEGGIO PER PARTENZA",23,"2018-12-11 14:05"
15060,"NORTHERN ROCK",15919,"NAVE FUORI VISTA",26,"2018-12-11 14:40"
15060,"NORTHERN ROCK",15919,"NAVE IN ENTRATA",14,"2018-12-10 16:30"
15060,"NORTHERN ROCK",15919,"ORMEGGIO NAVE",17,"2018-12-10 17:20"
15061,"POLA INDIAN",15917,"ANCORAGGIO IN RADA",16,"2018-12-10 17:45"
15061,"POLA INDIAN",15917,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-10 17:45"
15061,"POLA INDIAN",15917,"DA ORMEGGIO A ORMEGGIO",18,"2018-12-15 09:30"
15061,"POLA INDIAN",15917,"DA RADA A ORMEGGIO",20,"2018-12-14 07:00"
15061,"POLA INDIAN",15917,"DISORMEGGIO PER PARTENZA",23,"2018-12-21 01:55"
15061,"POLA INDIAN",15917,"NAVE FUORI VISTA",26,"2018-12-21 03:10"
15062,"MIA",13200,"ANCORAGGIO IN RADA",16,"2018-12-10 17:30"
15062,"MIA",13200,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-10 16:45"
15062,"MIA",13200,"DA RADA A ORMEGGIO",20,"2018-12-11 10:45"
15062,"MIA",13200,"DISORMEGGIO PER PARTENZA",23,"2018-12-13 10:40"
15062,"MIA",13200,"NAVE FUORI VISTA",26,"2018-12-13 11:00"
15069,"DELPHIS RIGA",13426,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-10 18:30"
15069,"DELPHIS RIGA",13426,"DISORMEGGIO PER PARTENZA",23,"2018-12-11 07:42"
15069,"DELPHIS RIGA",13426,"NAVE FUORI VISTA",26,"2018-12-11 09:20"
15069,"DELPHIS RIGA",13426,"NAVE IN ENTRATA",14,"2018-12-10 19:40"
15069,"DELPHIS RIGA",13426,"ORMEGGIO NAVE",17,"2018-12-10 21:00"
15070,"SIDER MOIN",14497,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-11 06:30"
15070,"SIDER MOIN",14497,"DISORMEGGIO PER PARTENZA",23,"2018-12-12 20:24"
15070,"SIDER MOIN",14497,"NAVE FUORI VISTA",26,"2018-12-12 21:20"
15070,"SIDER MOIN",14497,"NAVE IN ENTRATA",14,"2018-12-11 08:35"
15070,"SIDER MOIN",14497,"ORMEGGIO NAVE",17,"2018-12-11 09:30"
15071,"UNISON STAR",15918,"ANCORAGGIO IN RADA",16,"2018-12-10 23:36"
15071,"UNISON STAR",15918,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-10 22:45"
15071,"UNISON STAR",15918,"DA ORMEGGIO A ORMEGGIO",18,"2018-12-20 11:00"
15071,"UNISON STAR",15918,"DA RADA A ORMEGGIO",20,"2018-12-12 12:30"
15071,"UNISON STAR",15918,"DISORMEGGIO PER PARTENZA",23,"2018-12-20 22:33"
15071,"UNISON STAR",15918,"NAVE FUORI VISTA",26,"2018-12-20 23:25"
15072,"OMER DADAYLI",14284,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-11 08:30"
15072,"OMER DADAYLI",14284,"DISORMEGGIO PER PARTENZA",23,"2018-12-11 18:40"
15072,"OMER DADAYLI",14284,"NAVE FUORI VISTA",26,"2018-12-11 19:30"
15072,"OMER DADAYLI",14284,"NAVE IN ENTRATA",14,"2018-12-11 09:50"
15072,"OMER DADAYLI",14284,"ORMEGGIO NAVE",17,"2018-12-11 10:45"
15076,"EUROCARGO SICILIA",10955,"AVVISTAMENTO/ARRIVO NAVE",13,"2018-12-11 10:00"
15076,"EUROCARGO SICILIA",10955,"DISORMEGGIO PER PARTENZA",23,"2018-12-11 22:10"
